3581BT;KIT BULÓN PARA 3581-80;000000000000750;
3581CH;CONTRA HOJA REP 3581-80;000000000000024;
3581CHANT;CONTRA HOJA REP 3581-CHANTxxxx;000000000000233;
3581H;HOJA REPUESTO  3581-80;000000000000191;
3581M;MANGOS REPUESTOS 3581-80;000000000000151;
3581TA;TORNILLO Y ARANDELA 3581-TA;000000000000284;
3581TTC;TORNILLOS Y CASQUILLO 3581-TTC;000000000000015;
3581Y;YUNQUE REPUESTO 3581-80;000000000000144;
358180;TIJ PODA 2 MANOS YUNQUE 358180;000000000000067;
3582;CORTA SETOS HOJA LARGA 3582;000000000000287;
3583A;ABSORBE IMPACTOS 3583A;000000000000014;
3588DCH;CONTRAHOJA DENTADA 3588D-CH;000000000000144;
3588D40;TIJERA PODA LIGERA 3588D-40;000000000000003;
3588D50;TIJERA PODA LIGERA 3588D-50;000000000000050;
3588D60;TIJERA PODA LIGERA 3588D-60;000000000000053;
3588D75;TIJERA PODA LIGERA 3588D-75;000000000000115;
3588H;KIT HOJA 3588-H;000000000000354;
3588M40;KIT MANGOS 3588-M40;000000000000024;
3588M50;KIT MANGOS 3588-M50;000000000000300;
3588M60;KIT MANGOS 3588-M60;000000000000028;
3588M75;KIT MANGOS 3588-M75;000000000000003;
3589CH;CONTRAHOJA 3589-CH;000000000000115;
3589H;KIT HOJA 3589-H;000000000000233;
358940;TIJERA PODA LIGERA 3589-40;000000000000014;
358950;TIJERA PODA LIGERA 3589-50;000000000000058;
3590;PODADORA DE ALTURA 3590;000000000000015;
3590A;ABRAZADERA PARA 3590;000000000000348;
3590B;BRAZO  PARA 3590;000000000000534;
3590BT;KIT BULÓN PARA 3590;000000000000351;
3590C;CUERDA 3590-C;000000000000345;
3590CH;KIT CONTRA HOJA 3590;000000000000339;
3590H;KIT HOJA 3590-H;000000000000272;
3590M;MUELLE 3590-M;000000000000312;
3590P;POLEAS 3590-P;000000000000334;
3590S;POD ALTURA CON SERRUCHO 3590S;000000000000013;
3602K;3602K KIT REPUESTOS 3602;000000000000395;
360421;TIJERA PODAR ALUM. 3604-21;000000000000269;
360421CH;360421CH CONTRAHOJA TIJ Pxxxxx;000000000000455;
360421H;HOJA TIJ.POD.360421H;000000000000010;
360421M;MUEL.TIJ.POD.360421M;000000000000232;
360421T;TORN.TIJ.POD.360421T      xxxx;000000000000108;
3612;3612 TIJERA PODA TELESCOPICA;000000000000717;
3621C;TIJERA RECOL. 3621-C;000000000000020;
3621INOXCEMB;TIJERA RECOL. 3621-INOX CE MB;000000000001871;
3622C;TIJERA RECOL. 3622-C;000000000000028;
3622INOXCEMB;TIJERA RECOL. 3622-INOX CE MB;000000000008190;
3622INOXM;MUELLE REPUESTO 3622 INOX-MA;000000000003277;
3623C;TIJERA RECOL. 3623-C;000000000000042;
3623INOXCEMB;TIJERA RECOL. 3623-INOX CE MB;000000000003561;
3624C;TIJERA RECOL. 3624-C;000000000000995;
3624INOXCEMB;TIJERA RECOL. 3624-INOX CE MB;000000000010608;
3625C;TIJERA RECOL. 3625-C;000000000000025;
3625INOXCEMB;TIJERA RECOL. 3625-INOX CE MB;000000000001264;
3628C;3628-C T.DE PRECISIÓN-MANT;000000000000647;
3628INOXCEMB;TIJERA RECOL. 3628-INOX CE MB;000000000009667;
3628MINOX;MUELLE REP REC INOX 3628 Mxxxx;000000000000050;
3629INOXGR25MB;TIJERA RECOL. 3629-INOX GR25MB;000000000002385;
3630;PERTIGA EXTENS.ALUMINIO 3630;000000000000262;
3631H;HOJA TIJ.POD.3631H;000000000000064;
3642;3642 AFILADOR TIJERA;000000000003064;
3660;ACEITE MOTOSIERRA 3660;000000000001061;
36612T;ACEITE SINTETICO 3661-2T;000000000001448;
36614T;-ACEITE SINTETICO 3661-4T;000000000004939;
36621;GRASA LITIO   3662-1;000000000001851;
36625;GRASA LITIO   3662-5;000000000000037;
3700015;PULV P.PREVIA 1,5L 37000-1,5;000000000000487;
371012;PULV MOCHILA 12L 3710-12;000000000000022;
3955;EXPOSITOR TIJERAS+ PERTIGAS;000000000000025;
4A;AZADAS          4-A;000000000001864;
4B;AZADAS          4-B;000000000004923;
4BCM1400;4B-CM1400 AZADA CON MANGO 1400;000000000000022;
400110B;PLANA PUNTA  4001-10 BAS.;000000000000012;
400110E;PLANA PUNTA  4001-10 ENT.;000000000000576;
400110EMB;PLANA PUNT. M.BIM4001-10 ENT.;000000000000064;
400110F;PLANA PUNTA  4001-10 FIN.;000000000000024;
400110FMB;PLANA PUNT. M.BIM4001-10 FIN.;000000000000012;
400112B;PLANA PUNTA  4001-12 BAS.;000000000000267;
400114B;PLANA PUNTA  4001-14 BAS.;000000000000120;
400114E;PLANA PUNTA  4001-14 ENT.;000000000000010;
40014B;PLANA PUNTA  4001- 4 BAS.;000000000000118;
40014E;PLANA PUNTA  4001- 4 ENT.;000000000001056;
40014EMB;PLANA PUNT. M.BIM4001- 4 ENT.;000000000000072;
40016B;PLANA PUNTA  4001- 6 BAS.;000000000000816;
40016BMB;PLANA PUNT. M.BIM4001- 6 BAS.;000000000000036;
40016E;PLANA PUNTA  4001- 6 ENT.;000000000002208;
40016EMB;PLANA PUNT. M.BIM4001- 6 ENT.;000000000000474;
40016F;PLANA PUNTA  4001- 6 FIN.;000000000000120;
40018B;PLANA PUNTA  4001- 8 BAS.;000000000000300;
40018BMB;PLANA PUNT. M.BIM4001- 8 BAS.;000000000000037;
40018E;PLANA PUNTA  4001- 8 ENT.;000000000000720;
40018EMB;PLANA PUNT. M.BIM4001- 8 ENT.;000000000000144;
40018F;PLANA PUNTA  4001- 8 FIN.;000000000000144;
40018FMB;PLANA PUNT. M.BIM4001- 8 FIN.;000000000000030;
400210BMB;PLAN.PARAL. M.BIM4002-10 BAS.;000000000000024;
400210E;PLANA PARAL. 4002-10 ENT.;000000000000060;
400210EMB;PLAN.PARAL. M.BIM4002-10 ENT.;000000000000021;
400210F;PLANA PARAL. 4002-10 FIN.;000000000000102;
400212B;PLANA PARAL. 4002-12 BAS.;000000000000078;
400212E;PLANA PARAL. 4002-12 ENT.;000000000000120;
400212F;PLANA PARAL. 4002-12 FIN.;000000000000011;
400214E;PLANA PARAL. 4002-14 ENT.;000000000000112;
40024E;PLANA PARAL. 4002- 4 ENT.;000000000000240;
40024EMB;PLAN.PARAL. M.BIM4002- 4 ENT.;000000000000004;
40024F;PLANA PARAL. 4002- 4 FIN.;000000000000060;
40026B;PLANA PARAL. 4002- 6 BAS.;000000000000030;
40026BMB;PLAN.PARAL. M.BIM4002- 6 BAS.;000000000000009;
40026E;PLANA PARAL. 4002- 6 ENT.;000000000000792;
40026EMB;PLAN.PARAL. M.BIM4002- 6 ENT.;000000000000036;
40026F;PLANA PARAL. 4002- 6 FIN.;000000000000024;
40028BMB;PLAN.PARAL. M.BIM4002- 8 BAS.;000000000000026;
40028E;PLANA PARAL. 4002- 8 ENT.;000000000000546;
40028EMB;PLAN.PARAL. M.BIM4002- 8 ENT.;000000000000216;
40028F;PLANA PARAL. 4002- 8 FIN.;000000000000002;
40028FMB;PLAN.PARAL. M.BIM4002- 8 FIN.;000000000000020;
400310B;MEDIACAÑA    4003-10 BAS.;000000000000360;
400310BMB;MEDIACAÑA  M.BIM4003-10 BAS.;000000000000029;
400310E;MEDIACAÑA    4003-10 ENT.;000000000000246;
400312B;MEDIACAÑA    4003-12 BAS.;000000000000120;
400312E;MEDIACAÑA    4003-12 ENT.;000000000000089;
400312F;MEDIACAÑA    4003-12 FIN.;000000000000028;
400314E;MEDIACAÑA    4003-14 ENT.;000000000000040;
40034B;MEDIACAÑA    4003- 4 BAS.;000000000000240;
40034BMB;MEDIACAÑA  M.BIM4003- 4 BAS.;000000000000030;
40034E;MEDIACAÑA    4003- 4 ENT.;000000000000156;
40034EMB;MEDIACAÑA  M.BIM4003- 4 ENT.;000000000000097;
40034FMB;MEDIACAÑA  M.BIM4003- 4 FIN.;000000000000014;
40036B;MEDIACAÑA    4003- 6 BAS.;000000000000432;
40036BMB;MEDIACAÑA  M.BIM4003- 6 BAS.;000000000000056;
40036E;MEDIACAÑA    4003- 6 ENT.;000000000000660;
40036EMB;MEDIACAÑA  M.BIM4003- 6 ENT.;000000000000556;
40036FMB;MEDIACAÑA  M.BIM4003- 6 FIN.;000000000000019;
40038B;MEDIACAÑA    4003- 8 BAS.;000000000000546;
40038E;MEDIACAÑA    4003- 8 ENT.;000000000000648;
40038EMB;MEDIACAÑA  M.BIM4003- 8 ENT.;000000000000205;
40038FMB;MEDIACAÑA  M.BIM4003- 8 FIN.;000000000000037;
400410B;REDONDA      4004-10 BAS.;000000000000216;
400410E;REDONDA      4004-10 ENT.;000000000000273;
400410EMB;REDONDA   M.BIM4004-10 ENT.;000000000000086;
400410FMB;REDONDA   M.BIM4004-10 FIN.;000000000000012;
400412E;REDONDA      4004-12 ENT.;000000000000018;
400412F;REDONDA      4004-12 FIN.;000000000000016;
40044B;REDONDA      4004- 4 BAS.;000000000000390;
40044E;REDONDA      4004- 4 ENT.;000000000000656;
40044EMB;REDONDA    M.BIM4004- 4 ENT.;000000000000092;
40044F;REDONDA      4004- 4 FIN.;000000000000048;
40046BMB;REDONDA   M.BIM4004- 6 BAS.;000000000000038;
40046E;REDONDA      4004- 6 ENT.;000000000000564;
40046EMB;REDONDA   M.BIM4004- 6 ENT.;000000000000431;
40046F;REDONDA      4004- 6 FIN.;000000000000072;
40048B;REDONDA      4004- 8 BAS.;000000000000227;
40048BMB;REDONDA   M.BIM4004- 8 BAS.;000000000000034;
40048E;REDONDA      4004- 8 ENT.;000000000001029;
40048EMB;REDONDA   M.BIM4004- 8 ENT.;000000000000212;
40048F;REDONDA      4004- 8 FIN.;000000000000060;
400510B;TRIANGULAR   4005-10 BAS.;000000000000031;
400510E;TRIANGULAR   4005-10 ENT.;000000000000006;
400510EMB;TRIANGULAR M.BIM4005-10 ENT.;000000000000024;
400512B;TRIANGULAR   4005-12 BAS.;000000000000039;
400512E;TRIANGULAR   4005-12 ENT.;000000000000047;
400512F;TRIANGULAR   4005-12 FIN.;000000000000046;
40054B;TRIANGULAR   4005- 4 BAS.;000000000000013;
40054E;TRIANGULAR   4005- 4 ENT.;000000000000228;
40054EMB;TRIANGULAR M.BIM4005- 4 ENT.;000000000000050;
40056E;TRIANGULAR   4005- 6 ENT.;000000000000198;
40056EMB;TRIANGULAR M.BIM4005- 6 ENT.;000000000000309;
40058B;TRIANGULAR   4005- 8 BAS.;000000000000006;
40058BMB;TRIANGULAR M.BIM4005- 8 BAS.;000000000000012;
40058E;TRIANGULAR   4005- 8 ENT.;000000000000276;
40058EMB;TRIANGULAR M.BIM4005- 8 ENT.;000000000000025;
400610BMB;CUADRADA   M.BIM4006-10 BAS.;000000000000024;
400610E;CUADRADA     4006-10 ENT.;000000000000060;
400610FMB;CUADRADA   M.BIM4006-10 FIN.;000000000000036;
400612B;CUADRADA     4006-12 BAS.;000000000000054;
40064BMB;CUADRADA   M.BIM4006- 4 BAS.;000000000000004;
40064E;CUADRADA     4006- 4 ENT.;000000000000072;
40064EMB;CUADRADA   M.BIM4006- 4 ENT.;000000000000034;
40064FMB;CUADRADA   M.BIM4006- 4 FIN.;000000000000006;
40066E;CUADRADA     4006- 6 ENT.;000000000000018;
40066EMB;CUADRADA   M.BIM4006- 6 ENT.;000000000000015;
40068E;CUADRADA     4006- 8 ENT.;000000000000222;
40068EMB;CUADRADA   M.BIM4006- 8 ENT.;000000000000022;
40068F;CUADRADA     4006- 8 FIN.;000000000000012;
40076E;PLANA DELGADA4007- 6 ENT.;000000000000094;
40076F;PLANA DELGADA4007- 6 FIN.;000000000000060;
400810B;FORM.CUCHILLO4008-10 BAS.;000000000000061;
40086B;FORM.CUCHILLO4008- 6 BAS.;000000000000005;
40086E;FORM.CUCHILLO4008- 6 ENT.;000000000000060;
40086F;FORM.CUCHILLO4008- 6 FIN.;000000000000019;
40088E;FORM.CUCHILLO4008- 8 ENT.;000000000000016;
40405;TRIANG.EXTRD.4040- 5;000000000000120;
40415;TRIANG.DELG. 4041- 5;000000000002064;
40416;TRIANG.DELG. 4041- 6;000000000007776;
40417;TRIANG.DELG. 4041- 7;000000000002578;
40418;TRIANG.DELG. 4041- 8;000000000000012;
404210V;TRIANG.NORM. 4042-10   VN;000000000000012;
40423V;TRIANG.NORM. 4042- 3   VN;000000000000180;
40423VMB;TRIAN.NORM.M.BIM4042- 3;000000000000015;
40424V;TRIANG.NORM. 4042- 4   VN;000000000000292;
40424VMB;TRIAN.NORM.M.BIM4042- 4;000000000000054;
40425V;TRIANG.NORM. 4042- 5   VN;000000000000384;
40425VMB;TRIAN.NORM.M.BIM4042- 5;000000000000035;
40426V;TRIANG.NORM. 4042- 6   VN;000000000000222;
40426VMB;TRIAN.NORM. M.BIM4042- 6;000000000000036;
40427V;TRIANG.NORM. 4042- 7   VN;000000000000180;
40428V;TRIANG.NORM. 4042- 8   VN;000000000000360;
40428VMB;TRIAN.NORM. M.BIM4042- 8;000000000000042;
404561CRMB;PLA.PA.SIE. M.BIM4045- 6  1CR;000000000000030;
4050832;RED.MOTOSIER.4050- 8 X3,2;000000000008697;
4050836;RED.MOTOSIER.4050- 8 X3,6;000000000002266;
405084;RED.MOTOSIER.4050- 8 X4,0;000000000014868;
405084BS;RED.MOTOSIER.4050- 8 X4,0 BS;000000000000120;
4050845;RED.MOTOSIER.4050- 8 X4,5;000000000002806;
4050845BS;RED.MOTOSIER.4050- 8 X4,5 BS;000000000000034;
4050848;RED.MOTOSIER.4050- 8 X4,8;000000000013380;
4050848BS;RED.MOTOSIER.4050- 8 X4,8 BS;000000000000076;
4050855;RED.MOTOSIER.4050- 8 X5,5;000000000009792;
4050855BS;RED.MOTOSIER.4050- 8 X5,5 BS;000000000000031;
40710;PLAN.PUNT.AGU4071-16 BAS.;000000000000036;
40712;PLAN.PUNT.AGU4071-16 ENT.;000000000000024;
40723;REDONDA   AGU4072-16 FIN.;000000000000012;
40742;MEDIACAÑA AGU4074-16 ENT.;000000000000027;
40760;PLAN.PAR. AGU4076-16 BAS.;000000000000060;
40762;PLAN.PAR. AGU4076-16 ENT.;000000000000060;
4077;CAJA SURTIDA AGUJA 4077-16;000000000000041;
4078;BOLS.SURT.AGU4078-16 BAS;000000000000065;
40815;TRIANG.MACH. 4081- 5;000000000000324;
40818;TRIANG.MACH. 4081- 8;000000000000110;
40891;MANGO LIMA   4089-1 PLAST;000000000000099;
40892;MANGO LIMA   4089-2 PLAST;000000000000089;
40897;MANGO LIMA   4089-7 PLAST;000000000006326;
40902;MANGO MADERA 4090- 2;000000000000200;
40903;MANGO MADERA 4090- 3;000000000001434;
40905;MANGO MADERA 4090- 5;000000000000657;
40906;MANGO MADERA 4090- 6;000000000000202;
40907;MANGO MADERA 4090-7;000000000000175;
4093A1;MANGO BIMATE. 4093-A1;000000000001306;
4093A3;MANGO BIMATE. 4093-A3;000000000000048;
4093A4;MANGO BIMATE. 4093-A4;000000000000006;
4093B5;MANGO BIMATE. 4093-B5;000000000000076;
410110E;MEDIACAÑ.CARP4101-10 ENT.;000000000000203;
410110EMB;MEDCÑ.CARP. M.BIM4101-10 ENT.;000000000000022;
410110F;MEDIACAÑ.CARP4101-10 FIN.;000000000000047;
410112B;MEDIACAÑ.CARP4101-12 BAS.;000000000000011;
410112E;MEDIACAÑ.CARP4101-12 ENT.;000000000000036;
41016B;MEDIACAÑ.CARP4101- 6 BAS.;000000000000108;
41016BMB;MEDCÑ.CARP. M.BIM4101- 6 BAS.;000000000000037;
41016E;MEDIACAÑ.CARP4101- 6 ENT.;000000000000168;
41016EMB;MEDCÑ.CARP. M.BIM4101- 6 ENT.;000000000000310;
41018B;MEDIACAÑ.CARP4101- 8 BAS.;000000000000019;
41018E;MEDIACAÑ.CARP4101- 8 ENT.;000000000000288;
41018EMB;MEDCÑ.CARP. M.BIM4101- 8 ENT.;000000000000072;
41018F;MEDIACAÑ.CARP4101- 8 FIN.;000000000000024;
410210B;MEDIACAÑ.EBAN4102-10 BAS.;000000000000017;
410210BMB;MEDCÑ.EBAN. M.BIM4102-10 BAS.;000000000000011;
410210E;MEDIACAÑ.EBAN4102-10 ENT.;000000000000119;
410210EMB;MEDCÑ.EBAN. M.BIM4102-10 ENT.;000000000000012;
41026BMB;MEDCÑ.EBAN. M.BIM4102- 6 BAS.;000000000000005;
41026E;MEDIACAÑ.EBAN4102- 6 ENT.;000000000000492;
41026EMB;MEDCÑ.EBAN. M.BIM4102- 6 ENT.;000000000000054;
41028B;MEDIACAÑ.EBAN4102- 8 BAS.;000000000000132;
41028BMB;MEDCÑ.EBAN. M.BIM4102- 8 BAS.;000000000000009;
41028EMB;MEDCÑ.EBAN. M.BIM4102- 8 ENT.;000000000000035;
41038E;PLANA    CARP4103- 8 ENT.;000000000000090;
41038EMB;PLANA CARP. M.BIM4103- 8 ENT.;000000000000012;
410410BMB;REDON.CARP. M.BIM4104-10 BAS.;000000000000012;
41046BMB;REDON.CARP. M.BIM4104- 6 BAS.;000000000000025;
41046E;REDONDA  CARP4104- 6 ENT.;000000000000240;
41046EMB;REDON.CARP. M.BIM4104- 6 ENT.;000000000000180;
41048E;REDONDA  CARP4104- 8 ENT.;000000000000060;
4107140;PROPLAC 4107-140 ESCOFINA 140;000000000001501;
4107260;PROPLAC 4107-260 ESCOFINA 260;000000000000608;
4131142RAFP;4131142RAFP RAZOR PLUS;000000000004350;
413208RAFMB;413208RAFMB MINI;000000000000096;
4132147RAF;4132147RAF TOP SHARP;000000000000797;
4132148RAF;4132148RAF CLASSIC;000000000000144;
41331411RAF;41331411RAF SIN ESPIGO 14"";000000000000094;
413414RAF;413414RAF RAPTOR         xxxxx;000000000000384;
413614RAF;413614RAF TOP LEVEL;000000000002858;
41371415RAF;41371415RAF PRIME LEVEL;000000000000700;
41391417RAF;41391417RAF PRIME FINISH PLUS;000000000000048;
42005;MUELLE 42005;000000000000011;
43B;AZADAS          43-B;000000000001597;
430;AZADAS          43-0;000000000000236;
452015;PROPLAC 4520-15 SER.TEFLON 380;000000000000055;
452020;PROPLAC 4520-20 SER.TEFLON 500;000000000000096;
4521;PROPLAC 4521 SER.TEFLON PUNTA;000000000001434;
453421;S. ARCO 4534-21 Std;000000000000690;
453424;S. ARCO 4534-24 Std;000000000001087;
453430;S. ARCO 4534-30 Std;000000000000329;
453521;HOJA ARCO 4535-21 Std;000000000001862;
453521SF;HOJA ARCO 4535-21 SF;000000000000004;
453524;HOJA ARCO 4535-24 Std;000000000000741;
453530;HOJA ARCO 4535-30 Std;000000000006248;
453621;HOJA ARCO 4536-21 Std;000000000000003;
453630;HOJA ARCO 4536-30 Std;000000000000127;
453721;HOJA ARCO 4537-21 Std;000000000000251;
453721SF;HOJA ARCO 4537-21 SF;000000000000420;
453724;HOJA ARCO 4537-24 Std;000000000003538;
453724SF;HOJA ARCO 4537-24 SF;000000000000500;
453730;HOJA ARCO 4537-30 Std;000000000000286;
453730SF;HOJA ARCO 4537-30 SF;000000000000010;
453821;HOJA ARCO 4538-21 Std;000000000000110;
453824;HOJA ARCO 4538-24 Std;000000000000234;
453921;S.ARCO4539-21 Std;000000000000937;
453924;S.ARCO4539-24 Std;000000000001375;
453930;S.ARCO4539-30 Std;000000000000206;
454021;S. ARCO 4540-21 Std;000000000000989;
454024;S. ARCO 4540-24 Std;000000000000710;
454030;S. ARCO 4540-30 Std;000000000000235;
455114;S.CARPINT 4551-14 MANG.MAD.;000000000000316;
455116;S.CARPINT 4551-16 MANG.MAD.;000000000000184;
455119;S.CARPINT 4551-19 MANG.MAD.;000000000000194;
455122;S.CARPINT 4551-22 MANG.MAD.;000000000000086;
455514;S.CARPINT 4555-14 MANG.BIM;000000000000196;
455516;S.CARPINT 4555-16 MANG.BIM;000000000000240;
455519;S.CARPINT 4555-19 MANG.BIM;000000000000300;
455522;S.CARPINT 4555-22 MANG.BIM;000000000000025;
456112;S.COSTILLA 4561-12 MANG.MAD.;000000000000557;
456114;S.COSTILLA 4561-14 MANG.MAD.;000000000000137;
456512;S.COSTILLA 4565-12 MANG.BIM;000000000000638;
456514;S.COSTILLA 4565-14 MANG.BIM;000000000000126;
4568L;S.EBANISTA 4568L          xxxx;000000000001274;
4568S;S.EBANISTA 4568S;000000000001941;
457010;457010 SER.PODA JAP. D.PEQUEÑO;000000000000446;
457210;S. PUNTA 4572-10 MANG.MAD.;000000000000306;
457212;S. PUNTA 4572-12 MANG.MAD.;000000000000222;
458013;S. PODA 4580-13 M.M PERTIGA;000000000000862;
458112;S. PODA 4581-12;000000000000957;
458114;S. PODA 4581-14;000000000000571;
458116;S. PODA 4581-16;000000000000213;
45867C;S. PODA 4586-7C Plegable Curvo;000000000001821;
458711;S. PODA 4587-11;000000000002420;
458713;S. PODA 4587-13;000000000016530;
458713SF;S. PODA 4587-13  SIN FUNDA;000000000000288;
458813;S. PODA 4588-13 Mng Bimaterial;000000000017221;
458912;S. PODA 4589-12;000000000000066;
45899;S. PODA 4589-9;000000000000355;
4591B500;S. CIRCULAR 4591B-500-A25-Z72;000000000000017;
4591B600A150Z72;S. CIRCULAR 4591B-600-150-Z72;000000000000006;
4599300A32Z28;S.CIRC.DD 4599-300 A32Z28 xxxx;000000000000006;
46011218;HOJA BIMETAL.4601-12.18;000000000000800;
46011224;HOJA BIMETAL.4601-12.24;000000000003100;
46011224BS;HOJA BIMETAL4601-12.24 BS;000000000001556;
46021218;H. HSS RIGIDA4602-12.18;000000000000500;
46021224BS;H.HSS RIGIDA4602-12.24 BS;000000000001206;
46041218;HOJA FLEXIBLE4604-12.18;000000000000388;
46041224;HOJA FLEXIBLE4604-12.24;000000000002855;
46041224BS;H.FLEXIBLE 4604-12.24 BS;000000000003823;
462112;ARCO STAND MP4621-12;000000000003196;
463012;ARCO ALUMINIO4630-12;000000000002116;
465110;FORMON M.MADERA  4651-10;000000000000011;
465112;FORMON M.MADERA  4651-12;000000000000011;
465116;FORMON M.MADERA  4651-16;000000000000001;
465118;FORMON M.MADERA  4651-18;000000000000042;
46512PBMA;MACHETES  46-512 PBMA;000000000000031;
465120;FORMON M.MADERA  4651-20;000000000000029;
465122;FORMON M.MADERA  4651-22;000000000000011;
465128;FORMON M.MADERA  4651-28;000000000000020;
465132;FORMON M.MADERA  4651-32;000000000000003;
465135;FORMON M.MADERA  4651-35;000000000000019;
46514;FORMON M.MADERA  4651-04;000000000000004;
465140;FORMON M.MADERA  4651-40;000000000000006;
46518;FORMON M.MADERA  4651-08;000000000000013;
465510;FORMON M.BIM.    4655-10;000000000000019;
465512;FORMON M.BIM.    4655-12;000000000000005;
465518;FORMON M.BIM.    4655-18;000000000000010;
465522;FORMON M.BIM.    4655-22;000000000000010;
465524;FORMON M.BIM.    4655-24;000000000000002;
465526;FORMON M.BIM.    4655-26;000000000000008;
465532;FORMON M.BIM.    4655-32;000000000000008;
46554;FORMON M.BIM.    4655-04;000000000000041;
46558;FORMON M.BIM.    4655-08;000000000000008;
5;AZADAS          5;000000000002139;
5CM1400;5-CM1400 AZADA CON MANGO 1400;000000000000046;
5SP2;5SP2 CRUCETA 5mm/200uds.  xxxx;000000000000614;
5SP5;5SP5 CRUCETA 5mm/500uds.  xxxx;000000000000691;
5TS2;5TS2 CRUCETA T 5mm/200uds xxxx;000000000002754;
5001A;PICACHONES     5001-A;000000000005565;
5001ACF;PICACHON C/MANGO CF 5001-A CF;000000000000185;
5001ACM;PICACHON C/MANGO 5001-A CM;000000000000481;
5001B;PICACHONES     5001-B;000000000003568;
5001BCF;PICACHON C/MANGO CF 5001-B CF;000000000000009;
5001BCM;PICACHON C/MANGO 5001-B CM;000000000000029;
5001BS;PICACHONES     5001-B S;000000000004632;
5001C;PICACHONES     5001-C;000000000005197;
5001D;PICACHONES     5001-D;000000000001960;
50011M5;FLEXOMETRO   50011-5 CON IMAN;000000000002573;
500113;FLEXOMETRO   50011-3;000000000009348;
500115;FLEXOMETRO   50011-5;000000000002742;
500118;FLEXOMETRO   50011-8;000000000003548;
50012M5BL;FLEXOMETRO 50012-5 BL CON IMAN;000000000002488;
500125BL;FLEXOMETRO 50012-5 BL;000000000002365;
500128BL;FLEXOMETRO 50012-8 BL;000000000002434;
500135BL;FLEXOMETRO   50013-5 BL;000000000000720;
500138BL;FLEXOMETRO   50013-8 BL;000000000001371;
5002110;CINTA METRIC 50021-10;000000000000203;
5002120;CINTA METRIC 50021-20;000000000000120;
5002130;CINTA METRIC 50021-30;000000000000245;
5002150;CINTA METRIC 50021-50;000000000000525;
5002230;CINTA METRIC 50022-30;000000000000243;
5002250;CINTA METRIC 50022-50;000000000000035;
5002320;CINTA METRIC 50023-20;000000000000062;
5002330;CINTA METRIC 50023-30;000000000000170;
50101M100;NIVEL-PERFIL IMAN 50101M-100;000000000000166;
50101M120;NIVEL-PERFIL IMAN 50101M-120;000000000000003;
50101M30;NIVEL-PERFIL IMAN 50101M-30;000000000000045;
50101M40;NIVEL-PERFIL IMAN 50101M-40;000000000000435;
50101M50;NIVEL-PERFIL IMAN 50101M-50;000000000000336;
50101M60;NIVEL-PERFIL IMAN 50101M-60;000000000000463;
50101M80;NIVEL-PERFIL IMAN 50101M-80;000000000000328;
50101100;NIVEL-PERFIL 50101-100;000000000001283;
50101120;NIVEL-PERFIL 50101-120;000000000000167;
50101150;NIVEL-PERFIL 50101-150;000000000000004;
50101180;NIVEL-PERFIL 50101-180;000000000000287;
50101200;NIVEL-PERFIL 50101-200;000000000000069;
5010130;NIVEL-PERFIL 50101-30;000000000000193;
5010140;NIVEL-PERFIL 50101-40;000000000000806;
5010150;NIVEL-PERFIL 50101-50;000000000000439;
5010160;NIVEL-PERFIL 50101-60;000000000001042;
5010180;NIVEL-PERFIL 50101-80;000000000001686;
5010240;NIVEL-ALA    50102-40;000000000000112;
5010250;NIVEL-ALA    50102-50;000000000000053;
5010260;NIVEL-ALA    50102-60;000000000000199;
5010280;NIVEL-ALA    50102-80;000000000000073;
5010360;NIVEL-DOBLET 50103-60;000000000000311;
5010380;NIVEL-DOBLET 50103-80;000000000000640;
50107M100;NIVEL PERF IMAN PRO 50107-100M;000000000000111;
50107M60;NIVEL PERF IMAN PRO 50107-60M;000000000000150;
50107M80;NIVEL PERF IMAN PRO 50107-80M;000000000000027;
50107100;NIVEL PERFIL PROF 50107-100;000000000000042;
50107120;NIVEL PERFIL PROF 50107-120;000000000000008;
5010740;NIVEL PERFIL PROF 50107-40;000000000000086;
5010760;NIVEL PERFIL PROF 50107-60;000000000000029;
5010780;NIVEL PERFIL PROF 50107-80;000000000000008;
501099;NIVEL TORPEDO 50109-9;000000000001602;
501600;PICACHONES      5016-00;000000000000628;
501600CM;PICACHONES     5016-00 C.M.;000000000000030;
50215200;ESCUADRA INOX 50215-200;000000000000001;
50215250;ESCUADRA INOX 50215-250;000000000000144;
50215300;ESCUADRA INOX 50215-300;000000000000063;
50215400;ESCUADRA INOX 50215-400;000000000000154;
50220;TIRALIN.METAL 50220;000000000001289;
50221;TIRALIN.PLAST.50221;000000000000244;
50221ANT;TIRALIN.PLAST.50221 xxxx;000000000000234;
50222;KIT TIRALINEAS PLAST 50222;000000000000573;
50223;KIT TIRALINEAS METAL 50223;000000000000978;
50230;POLVO AZUL TIRALIN.500G.50230;000000000001455;
50240;LAPIZ CARP. 50240;000000000001796;
50243;LAPIZ GEN. 50243;000000000001411;
50244;LAPIZ HUM. 50244;000000000001900;
502453;50245-3 LAPIZ DUO P.3UN;000000000001558;
50250M200;PLOMADA CON IMAN 50250M-200;000000000000184;
50250M500;PLOMADA CON IMAN 50250M-500;000000000000134;
50250200;PLOMADA 50250-200;000000000000882;
50250500;PLOMADA 50250-500;000000000000199;
50251;ANGULOS MAGNÉTICOS 50251;000000000000494;
50262;PIST. CARTUCHO 50262;000000000001220;
